年份,出售單位,發電案場,購買者,憑證種類,供電種類,憑證張數
2023,台汽電綠能股份有限公司,烏山頭水力發電廠,采鈺科技股份有限公司,水力能,轉供,5617
2023,台汽電綠能股份有限公司,力麗企業廠房屋頂太陽光電發電廠,台灣優衣庫有限公司,太陽能,轉供,2365
2023,台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,協勝發鋼鐵廠股份有限公司,太陽能,轉供,1306
2023,台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,台北富邦商業銀行股份有限公司,太陽能,轉供,1213
2023,台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,大統益股份有限公司,太陽能,轉供,850
2023,台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,瑞健股份有限公司,太陽能,轉供,2739
2023,台汽電綠能股份有限公司,華晶12,炎洲股份有限公司薄膜廠,太陽能,轉供,410
2023,台灣碳資產電業股份有限公司,存量能源-台中靖鎰電廠,華南商業銀行股份有限公司,太陽能,轉供,177
2023,台灣碳資產電業股份有限公司,存量能源-台中壯佳果電廠,華南商業銀行股份有限公司,太陽能,轉供,613
2023,台灣艾貴太陽能源股份有限公司,台灣艾貴義竹發電廠,台灣積體電路製造股份有限公司,太陽能,轉供,97310
2023,台灣速力綠能股份有限公司,速力綠能芳苑發電廠第二機組,世界先進積體電路股份有限公司,太陽能,轉供,3990
2023,台灣速力綠能股份有限公司,速力綠能芳苑發電廠第一機組,世界先進積體電路股份有限公司,太陽能,轉供,5300
2023,名竣綠能股份有限公司,台南市柳營區義士路一段373號發電廠,名竣能源科技股份有限公司,太陽能,轉供,11
2023,嘉南實業股份有限公司,西口水力發電廠,台灣積體電路製造股份有限公司,水力能,轉供,10395
2023,城市發展電業股份有限公司,屏東林邊鎮安太陽光電發電廠-第一期,富邦產物保險股份有限公司,太陽能,轉供,253
2023,城市發展電業股份有限公司,屏東林邊鎮安太陽光電發電廠-第一期,寶晶能源股份有限公司,太陽能,轉供,5
2023,城市發展電業股份有限公司,屏東林邊鎮安太陽光電發電廠-第一期,崇越電通股份有限公司,太陽能,轉供,32
2023,大同智能股份有限公司,臺北大眾捷運股份有限公司-蘆洲機廠屋頂型太陽光電系統,兆豐票券金融股份有限公司,太陽能,轉供,151
2023,大同智能股份有限公司,臺北大眾捷運股份有限公司-蘆洲機廠屋頂型太陽光電系統,兆豐證券股份有限公司,太陽能,轉供,151
2023,大同智能股份有限公司,臺北大眾捷運股份有限公司-蘆洲機廠屋頂型太陽光電系統,兆豐金融控股股份有限公司,太陽能,轉供,69
2023,大同智能股份有限公司,臺北大眾捷運股份有限公司-蘆洲機廠屋頂型太陽光電系統,合作金庫商業銀行,太陽能,轉供,925
2023,大同智能股份有限公司,臺北大眾捷運股份有限公司-土城機廠屋頂型太陽光電系統,兆豐國際商業銀行股份有限公司,太陽能,轉供,542
2023,大同智能股份有限公司,臺北大眾捷運股份有限公司-土城機廠屋頂型太陽光電系統,兆豐證券股份有限公司,太陽能,轉供,175
2023,大同智能股份有限公司,臺北大眾捷運股份有限公司-土城機廠屋頂型太陽光電系統,台灣茂矽電子股份有限公司,太陽能,轉供,1233
2023,大同智能股份有限公司,彰化縣汙染農地太陽光電系統-鹿昇段748-1、749地號,兆豐國際商業銀行股份有限公司,太陽能,轉供,39
2023,大同智能股份有限公司,彰化縣汙染農地太陽光電系統-振興段2209、2210地號,兆豐國際商業銀行股份有限公司,太陽能,轉供,36
2023,大同智能股份有限公司,彰化縣汙染農地太陽光電系統-鹿崙段554地號,兆豐國際商業銀行股份有限公司,太陽能,轉供,28
2023,大同智能股份有限公司,臺北大眾捷運股份有限公司-新莊機廠屋頂型太陽光電系統,兆豐證券股份有限公司,太陽能,轉供,150
2023,大自然能源電業股份有限公司,佳冬第一期太陽光電發電廠,聯詠科技股份有限公司,太陽能,轉供,1618
2023,天機電力股份有限公司,天機電力股份有限公司,國泰世華商業銀行股份有限公司,太陽能,轉供,2341
2023,天機電力股份有限公司,天機電力股份有限公司,國泰人壽保險股份有限公司,太陽能,轉供,1552
2023,天機電力股份有限公司,天機電力股份有限公司,國泰金融控股股份有限公司,太陽能,轉供,52
2023,天權智慧能源股份有限公司,天權智慧能源股份有限公司,中華開發資本管理顧問股份有限公司,太陽能,轉供,2
2023,天權智慧能源股份有限公司,天權智慧能源股份有限公司,中華開發資本股份有限公司,太陽能,轉供,11
2023,天權智慧能源股份有限公司,天權智慧能源股份有限公司,中華開發資產管理股份有限公司,太陽能,轉供,1
2023,天權智慧能源股份有限公司,天權智慧能源股份有限公司,中華開發金融控股股份有限公司,太陽能,轉供,11
2023,天權智慧能源股份有限公司,天權智慧能源股份有限公司,中華電信股份有限公司,太陽能,轉供,10956
2023,天權智慧能源股份有限公司,天權智慧能源股份有限公司,中華電信股份有限公司個人家庭分公司,太陽能,轉供,5874
2023,天權智慧能源股份有限公司,天權智慧能源股份有限公司,中華電信股份有限公司資訊技術分公司,太陽能,轉供,11611
2023,天權智慧能源股份有限公司,天權智慧能源股份有限公司,凱基人壽保險股份有限公司,太陽能,轉供,52
2023,天權智慧能源股份有限公司,天權智慧能源股份有限公司,凱基保險經紀人股份有限公司,太陽能,轉供,1
2023,天權智慧能源股份有限公司,天權智慧能源股份有限公司,凱基商業銀行股份有限公司,太陽能,轉供,34
2023,天權智慧能源股份有限公司,天權智慧能源股份有限公司,凱基證券投資信託股份有限公司,太陽能,轉供,10
2023,天權智慧能源股份有限公司,天權智慧能源股份有限公司,凱基證券投資顧問股份有限公司,太陽能,轉供,5
2023,天權智慧能源股份有限公司,天權智慧能源股份有限公司,凱基證券股份有限公司,太陽能,轉供,88
2023,天權智慧能源股份有限公司,天權智慧能源股份有限公司,國喬石油化學股份有限公司,太陽能,轉供,4
2023,天權智慧能源股份有限公司,天權智慧能源股份有限公司,景匯投資股份有限公司,太陽能,轉供,4
2023,天權智慧能源股份有限公司,天權智慧能源股份有限公司,開發國際投資股份有限公司,太陽能,轉供,1
2023,天能綠電股份有限公司,旭孝矽品精密工業,上海商業儲蓄銀行股份有限公司,太陽能,轉供,422
2023,天能綠電股份有限公司,旭孝矽品精密工業,玉山商業銀行股份有限公司,太陽能,轉供,3135
2023,天能綠電股份有限公司,臺中清水風能訓練中心屋頂型太陽能光電案,中強光電股份有限公司,太陽能,轉供,23
2023,天能綠電股份有限公司,臺中清水風能訓練中心屋頂型太陽能光電案,中強光電股份有限公司南科分公司第一廠,太陽能,轉供,28
2023,天能綠電股份有限公司,臺中清水風能訓練中心屋頂型太陽能光電案,旺宏電子股份有限公司,太陽能,轉供,30
2023,天能綠電股份有限公司,臺中清水風能訓練中心屋頂型太陽能光電案,頤德國際股份有限公司,太陽能,轉供,1
2023,天能綠電股份有限公司,台中八方夜市屋頂型太陽能光電廠,聖戈班先進材料股份有限公司,太陽能,轉供,104
2023,天能綠電股份有限公司,台中八方夜市屋頂型太陽能光電廠,英屬開曼群島商睿能新動力股份有限公司台灣分公司,太陽能,轉供,191
2023,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(低壓),三新奧特萊斯股份有限公司,太陽能,轉供,51
2023,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(低壓),台灣科思創股份有限公司,太陽能,轉供,16
2023,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(低壓),玉山商業銀行股份有限公司,太陽能,轉供,295
2023,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(低壓),睿能創意股份有限公司,太陽能,轉供,176
2023,天能綠電股份有限公司,台中靜宜大學屋頂型太陽能光電廠 第一期,上海商業儲蓄銀行股份有限公司,太陽能,轉供,117
2023,天能綠電股份有限公司,台中靜宜大學屋頂型太陽能光電廠 第一期,元太科技工業股份有限公司,太陽能,轉供,158
2023,天能綠電股份有限公司,台中靜宜大學屋頂型太陽能光電廠 第一期,金像電子股份有限公司,太陽能,轉供,223
2023,天能綠電股份有限公司,台中靜宜大學屋頂型太陽能光電廠 第二期,上海商業儲蓄銀行股份有限公司,太陽能,轉供,143
2023,天能綠電股份有限公司,台中靜宜大學屋頂型太陽能光電廠 第二期,元太科技工業股份有限公司,太陽能,轉供,189
2023,天能綠電股份有限公司,台中靜宜大學屋頂型太陽能光電廠 第二期,金像電子股份有限公司,太陽能,轉供,272
2023,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(高壓),三新奧特萊斯股份有限公司,太陽能,轉供,548
2023,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(高壓),中強光電股份有限公司,太陽能,轉供,4
2023,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(高壓),中強光電股份有限公司南科分公司第一廠,太陽能,轉供,5
2023,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(高壓),台灣科思創股份有限公司,太陽能,轉供,167
2023,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(高壓),玉山商業銀行股份有限公司,太陽能,轉供,2741
2023,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(高壓),睿能創意股份有限公司,太陽能,轉供,1629
2023,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(高壓),英屬開曼群島商睿能新動力股份有限公司台灣分公司,太陽能,轉供,25
2023,天能綠電股份有限公司,台南善化中強光電屋頂型太陽能光電案,中強光電股份有限公司,太陽能,轉供,50
2023,天能綠電股份有限公司,台南善化中強光電屋頂型太陽能光電案,中強光電股份有限公司南科分公司第一廠,太陽能,轉供,60
2023,天能綠電股份有限公司,台南善化中強光電屋頂型太陽能光電案,玉山商業銀行股份有限公司,太陽能,轉供,34
2023,天能綠電股份有限公司,台南善化中強光電屋頂型太陽能光電案,聖戈班先進材料股份有限公司,太陽能,轉供,185
2023,天能綠電股份有限公司,台南北門漁電共生_資策會,全智科技股份有限公司,太陽能,轉供,152
2023,天能綠電股份有限公司,台南北門漁電共生_資策會,金像電子股份有限公司,太陽能,轉供,19
2023,天能綠電股份有限公司,環台光電股份有限公司,金像電子股份有限公司,太陽能,轉供,1179
2023,天能綠電股份有限公司,台康萬興四放滯洪池,京站實業股份有限公司,太陽能,轉供,792
2023,天能綠電股份有限公司,台康萬興四放滯洪池,旺宏電子股份有限公司,太陽能,轉供,1559
2023,天能綠電股份有限公司,台康萬興四放滯洪池,金像電子股份有限公司,太陽能,轉供,604
2023,天能綠電股份有限公司,雲林廖春風豬舍屋頂型太陽能光電案,全智科技股份有限公司,太陽能,轉供,134
2023,天能綠電股份有限公司,雲林廖春風豬舍屋頂型太陽能光電案,金像電子股份有限公司,太陽能,轉供,17
2023,天能綠電股份有限公司,雲林吳棋文豬舍屋頂型太陽能光電案,全智科技股份有限公司,太陽能,轉供,110
2023,天能綠電股份有限公司,雲林吳棋文豬舍屋頂型太陽能光電案,金像電子股份有限公司,太陽能,轉供,13
2023,天能綠電股份有限公司,高雄三爺埤池999.6kWp水面型太陽光電案場,全智科技股份有限公司,太陽能,轉供,457
2023,天能綠電股份有限公司,高雄三爺埤池999.6kWp水面型太陽光電案場,金像電子股份有限公司,太陽能,轉供,104
2023,天能綠電股份有限公司,高雄下社埤池1600.2kWp水面型太陽光電案場,欣銓科技股份有限公司,太陽能,轉供,723
2023,天能綠電股份有限公司,先進複材屋頂型太陽光電案場,金像電子股份有限公司,太陽能,轉供,58
2023,天能綠電股份有限公司,雲林縣北港鎮金聯北港一期案場,旺宏電子股份有限公司,太陽能,轉供,53
2023,天能綠電股份有限公司,雲林縣北港鎮金聯北港一期案場,欣銓科技股份有限公司,太陽能,轉供,384
2023,天能綠電股份有限公司,雲林縣北港鎮金聯北港二期案場,旺宏電子股份有限公司,太陽能,轉供,37
2023,天能綠電股份有限公司,雲林縣北港鎮金聯北港二期案場,欣銓科技股份有限公司,太陽能,轉供,303
2023,天能綠電股份有限公司,台南市麻豆區金聯麻豆屋頂型太陽光電案場,臺灣集中保管結算所股份有限公司,太陽能,轉供,70
2023,天能綠電股份有限公司,呂永清地面型太陽光電案場,明基材料股份有限公司,太陽能,轉供,163
2023,天能綠電股份有限公司,林水明地面型太陽光電案場,明基材料股份有限公司,太陽能,轉供,234
2023,天能綠電股份有限公司,林淑毅地面型太陽光電案場,明基材料股份有限公司,太陽能,轉供,91
2023,天能綠電股份有限公司,蔡春成地面型太陽光電案場,明基材料股份有限公司,太陽能,轉供,261
2023,天能綠電股份有限公司,屏東環球購物中心屋頂型太陽能光電案場,臺灣集中保管結算所股份有限公司,太陽能,轉供,33
2023,天能綠電股份有限公司,彰化健馨養護中心屋頂型太陽光電案場,元太科技工業股份有限公司,太陽能,轉供,66
2023,天能綠電股份有限公司,彰化埔心鄉公所太平公墓地面型太陽能光電案場,睿能創意股份有限公司,太陽能,轉供,13
2023,天能綠電股份有限公司,台南易昇屋頂型太陽光電案場,旺宏電子股份有限公司,太陽能,轉供,189
2023,天能綠電股份有限公司,台南北門蚵寮漁電共生專案,全智科技股份有限公司,太陽能,轉供,587
2023,天能綠電股份有限公司,台南北門蚵寮漁電共生專案,欣銓科技股份有限公司,太陽能,轉供,1473
2023,天能綠電股份有限公司,台南北門蚵寮漁電共生專案,玉山商業銀行股份有限公司,太陽能,轉供,426
2023,天能綠電股份有限公司,台南北門蚵寮漁電共生專案,金像電子股份有限公司,太陽能,轉供,5410
2023,天能綠電股份有限公司,佳煌科技股份有限公司 (德岱網版印刷),明基材料股份有限公司,太陽能,轉供,62
2023,天能綠電股份有限公司,高雄小港(坪鳳)地面型太陽光電案廠,旺宏電子股份有限公司,太陽能,轉供,382
2023,天能綠電股份有限公司,高雄大寮地面型太陽光電案場,旺宏電子股份有限公司,太陽能,轉供,287
2023,天能綠電股份有限公司,雲林口湖地面型太陽光電案,旺宏電子股份有限公司,太陽能,轉供,162
