年份,出售單位,發電案場,購買者,憑證種類,供電種類,憑證張數
2024,中威風力發電股份有限公司,台中風場,台灣積體電路製造股份有限公司,風力能,轉供,28559
2024,中租電力科技股份有限公司,帝寶工業新營廠房屋頂太陽光電發電廠,中租迪和股份有限公司,太陽能,轉供,208
2024,中鋼光能股份有限公司,中鋼成品倉庫07庫&amp;條線工場08庫,中國鋼鐵股份有限公司,太陽能,併網型直供,627
2024,中鋼光能股份有限公司,中鋼鋼板工場#02#03庫,中國鋼鐵股份有限公司,太陽能,併網型直供,451
2024,中鋼光能股份有限公司,中鋼#09~#11條鋼工廠,中國鋼鐵股份有限公司,太陽能,併網型直供,326
2024,中鋼光能股份有限公司,中鋼小鋼胚儲區,中國鋼鐵股份有限公司,太陽能,併網型直供,156
2024,中鋼光能股份有限公司,中鋼第三酸冷軋線、第三冷軋軋輥場,中國鋼鐵股份有限公司,太陽能,併網型直供,273
2024,中鋼光能股份有限公司,中鋼第二熱浸鍍鋅線,中國鋼鐵股份有限公司,太陽能,併網型直供,97
2024,中鋼光能股份有限公司,中鋼機械修理廠,中國鋼鐵股份有限公司,太陽能,併網型直供,61
2024,中鋼光能股份有限公司,中鋼成品倉庫#25庫,中國鋼鐵股份有限公司,太陽能,併網型直供,230
2024,中鋼光能股份有限公司,中鋼#17成品倉庫,中國鋼鐵股份有限公司,太陽能,併網型直供,169
2024,中鋼光能股份有限公司,中鋼#20成品倉庫,中國鋼鐵股份有限公司,太陽能,併網型直供,204
2024,中鋼光能股份有限公司,中鋼輕型軋輥課,中國鋼鐵股份有限公司,太陽能,併網型直供,40
2024,中鋼光能股份有限公司,中鋼第二線材水場脫水機房,中國鋼鐵股份有限公司,太陽能,併網型直供,26
2024,中鋼光能股份有限公司,中鋼第二連續退火線&amp;#40庫,中國鋼鐵股份有限公司,太陽能,併網型直供,164
2024,中鋼光能股份有限公司,中鋼W3扁鋼胚鑄造精整儲區,中國鋼鐵股份有限公司,太陽能,併網型直供,157
2024,中鋼光能股份有限公司,中鋼第二熱軋,中國鋼鐵股份有限公司,太陽能,併網型直供,919
2024,中鋼光能股份有限公司,中鋼#34~37庫&amp;冷軋調質工廠,中國鋼鐵股份有限公司,太陽能,併網型直供,874
2024,中鋼光能股份有限公司,中鋼第一連續退火線&amp;連續塗覆工廠,中國鋼鐵股份有限公司,太陽能,併網型直供,108
2024,中鋼光能股份有限公司,中鋼成品倉庫#39庫&amp;第一熱浸鍍鋅線,中國鋼鐵股份有限公司,太陽能,併網型直供,173
2024,中鋼光能股份有限公司,中鋼第一酸洗冷軋線&amp;冷軋軋輥二股,中國鋼鐵股份有限公司,太陽能,併網型直供,93
2024,中鋼光能股份有限公司,中鋼封盒退火場,中國鋼鐵股份有限公司,太陽能,併網型直供,78
2024,中鋼光能股份有限公司,中鋼南站80000T原水池&amp;VC-1F03原水池,中國鋼鐵股份有限公司,太陽能,併網型直供,75
2024,中鋼光能股份有限公司,中鋼第一熱軋精整,中國鋼鐵股份有限公司,太陽能,併網型直供,170
2024,中鋼光能股份有限公司,中鋼第一熱軋成品倉庫,中國鋼鐵股份有限公司,太陽能,併網型直供,768
2024,中鋼光能股份有限公司,中鋼第一熱軋扁鋼胚精整設備&amp;扁鋼胚精整工場,中國鋼鐵股份有限公司,太陽能,併網型直供,91
2024,中鋼光能股份有限公司,中鋼第一熱軋軋輥&amp;熱軋鋼帶室外冷卻堆置場,中國鋼鐵股份有限公司,太陽能,併網型直供,118
2024,中鋼光能股份有限公司,中鋼第一熱軋軋輥&amp;熱軋鋼帶室外冷卻堆置場-增量,中國鋼鐵股份有限公司,太陽能,併網型直供,75
2024,中鋼光能股份有限公司,中鋁軋鋁廠,中鋼鋁業股份有限公司,太陽能,併網型直供,753
2024,中鋼光能股份有限公司,中聯資室內化儲區,中聯資源股份有限公司,太陽能,轉供,76
2024,中鋼光能股份有限公司,中聯資著磁料場,中聯資源股份有限公司,太陽能,轉供,9
2024,中鋼光能股份有限公司,中龍動力場,中龍鋼鐵股份有限公司,太陽能,併網型直供,60
2024,中鋼光能股份有限公司,中龍氧氣廠,中龍鋼鐵股份有限公司,太陽能,併網型直供,79
2024,中鋼光能股份有限公司,中龍細石料RC屋頂,中龍鋼鐵股份有限公司,太陽能,併網型直供,77
2024,中鋼光能股份有限公司,中龍扁鋼胚儲區,中龍鋼鐵股份有限公司,太陽能,併網型直供,222
2024,中鋼光能股份有限公司,中龍除礦水電氣室,中龍鋼鐵股份有限公司,太陽能,併網型直供,33
2024,中鋼光能股份有限公司,中鋼成品倉庫88庫,中國鋼鐵股份有限公司,太陽能,轉供,55
2024,中鋼光能股份有限公司,中鋼成品倉庫88庫,中聯資源股份有限公司,太陽能,轉供,80
2024,中鋼光能股份有限公司,中鋼成品倉庫88庫,中鋼碳素化學股份有限公司,太陽能,轉供,101
2024,中鋼光能股份有限公司,中鴻鹿港廠,中聯資源股份有限公司,太陽能,轉供,8
2024,中鋼光能股份有限公司,中鴻鹿港廠,中鴻鋼鐵股份有限公司,太陽能,轉供,851
2024,中鋼光能股份有限公司,中鴻鹿港廠,中龍鋼鐵股份有限公司,太陽能,轉供,150
2024,中鋼光能股份有限公司,中鋼永光儲區,中龍鋼鐵股份有限公司,太陽能,轉供,338
2024,中鋼光能股份有限公司,中鴻酸鍍廠,中鴻鋼鐵股份有限公司,太陽能,轉供,255
2024,中鋼光能股份有限公司,中龍中心倉庫,中龍鋼鐵股份有限公司,太陽能,轉供,183
2024,中鋼光能股份有限公司,中龍扁鋼胚連鑄維護廠房,中龍鋼鐵股份有限公司,太陽能,併網型直供,54
2024,中鋼光能股份有限公司,中龍第一原水池,中龍鋼鐵股份有限公司,太陽能,併網型直供,123
2024,中鋼光能股份有限公司,中龍熱軋主電氣室,中龍鋼鐵股份有限公司,太陽能,併網型直供,39
2024,中鋼光能股份有限公司,中龍煉鐵大樓,中龍鋼鐵股份有限公司,太陽能,併網型直供,20
2024,中鋼光能股份有限公司,中龍室內備品儲區及耐火材料倉庫,中龍鋼鐵股份有限公司,太陽能,併網型直供,132
2024,中鋼光能股份有限公司,中龍窄板改切工場及中龍集塵灰倉庫,中龍鋼鐵股份有限公司,太陽能,併網型直供,393
2024,中鋼光能股份有限公司,中碳屏南試驗工廠,中鋼碳素化學股份有限公司,太陽能,併網型直供,74
2024,中鋼光能股份有限公司,中碳屏南生產工廠,中鋼碳素化學股份有限公司,太陽能,併網型直供,109
2024,中鋼光能股份有限公司,中聯資中港廠RC屋頂,中聯資源股份有限公司,太陽能,轉供,8
2024,中鋼光能股份有限公司,中聯資中港廠RC屋頂,中龍鋼鐵股份有限公司,太陽能,轉供,3
2024,中鋼光能股份有限公司,中聯資南堤廠,中聯資源股份有限公司,太陽能,轉供,31
2024,中鋼光能股份有限公司,中聯資南堤廠,中龍鋼鐵股份有限公司,太陽能,轉供,69
2024,中鋼光能股份有限公司,中聯資中港廠,中聯資源股份有限公司,太陽能,轉供,58
2024,中鋼光能股份有限公司,中聯資中港廠,中龍鋼鐵股份有限公司,太陽能,轉供,23
2024,中鋼光能股份有限公司,興達海基,中國鋼鐵股份有限公司,太陽能,轉供,575
2024,中鋼光能股份有限公司,興達海基,中龍鋼鐵股份有限公司,太陽能,轉供,316
2024,中鋼光能股份有限公司,興達海基電氣倉庫,中國鋼鐵股份有限公司,太陽能,轉供,30
2024,中鋼光能股份有限公司,興達海基電氣倉庫,中龍鋼鐵股份有限公司,太陽能,轉供,17
2024,中鋼光能股份有限公司,中能資中林儲區,中國鋼鐵股份有限公司,太陽能,轉供,259
2024,中鋼光能股份有限公司,中能資中林儲區,中龍鋼鐵股份有限公司,太陽能,轉供,68
2024,中鋼光能股份有限公司,中鋼南站80000T原水池&amp;VC-1F03原水池-2,中國鋼鐵股份有限公司,太陽能,併網型直供,343
2024,中鋼光能股份有限公司,中鋼鋼板工場01庫,中國鋼鐵股份有限公司,太陽能,併網型直供,474
2024,中鋼光能股份有限公司,中鋼中央修護場,中國鋼鐵股份有限公司,太陽能,併網型直供,639
2024,中鋼光能股份有限公司,中龍熱軋軋輥廠房,中龍鋼鐵股份有限公司,太陽能,併網型直供,140
2024,中鋼光能股份有限公司,中龍熱軋精整廠房及中龍型鋼成品H4庫,中龍鋼鐵股份有限公司,太陽能,併網型直供,2353
2024,中鋼光能股份有限公司,中龍熱軋成品倉庫D7+D3,中龍鋼鐵股份有限公司,太陽能,併網型直供,1211
2024,亞福儲能股份有限公司,嘉義溪墘滯洪池,雷尼紹股份有限公司,太陽能,轉供,24
2024,亞福儲能股份有限公司,嘉義溪墘滯洪池,高雄興亞股份有限公司,太陽能,轉供,18
2024,全利成電力股份有限公司,全利成2號電廠,李長榮化學工業股份有限公司(大社廠),太陽能,轉供,275
2024,全利成電力股份有限公司,全利成2號電廠,李長榮化學工業股份有限公司(高雄廠),太陽能,轉供,68
2024,全利成電力股份有限公司,全利成2號電廠,李長榮科技股份有限公司,太陽能,轉供,68
2024,全利成電力股份有限公司,全利成3號電廠,李長榮化學工業股份有限公司(大社廠),太陽能,轉供,106
2024,全利成電力股份有限公司,全利成3號電廠,李長榮化學工業股份有限公司(高雄廠),太陽能,轉供,107
2024,全利成電力股份有限公司,全利成3號電廠,李長榮科技股份有限公司,太陽能,轉供,67
2024,冠越科技工程股份有限公司,見得行二期太陽光電發電廠,彰化商業銀行股份有限公司,太陽能,轉供,344
2024,凌威風力發電股份有限公司,林口風場,台灣積體電路製造股份有限公司,風力能,轉供,4195
2024,創維風力發電股份有限公司,創維風場,台灣積體電路製造股份有限公司,風力能,轉供,31657
2024,南方電力股份有限公司,鴻元高雄辦公室太陽光電發電廠,新加坡商全美世界控股有限公司台灣分公司,太陽能,轉供,4
2024,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,亞福儲能股份有限公司,太陽能,轉供,5
2024,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,欣泰石油氣股份有限公司,太陽能,轉供,1
2024,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,永豐商業銀行股份有限公司,太陽能,轉供,27
2024,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,王美桃,太陽能,轉供,2
2024,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,胤源企業有限公司,太陽能,轉供,1
2024,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,逸盛科技股份有限公司,太陽能,轉供,2
2024,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,達勝科技股份有限公司,太陽能,轉供,1
2024,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,隆宜實業有限公司,太陽能,轉供,17
2024,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠2期,晟銘電子科技股份有限公司,太陽能,轉供,1
2024,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠2期,永豐商業銀行股份有限公司,太陽能,轉供,57
2024,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠2期,葡萄王生技股份有限公司,太陽能,轉供,33
2024,南方電力股份有限公司,十源388地號,永豐商業銀行股份有限公司,太陽能,轉供,113
2024,南方電力股份有限公司,台南市學甲區宅子港段165-123地號太陽光電發電廠,友訊科技股份有限公司,太陽能,轉供,3
2024,南方電力股份有限公司,台南市學甲區宅子港段165-123地號太陽光電發電廠,永豐商業銀行股份有限公司,太陽能,轉供,75
2024,南方電力股份有限公司,屏東鹽埔太陽光電發電廠,永豐商業銀行股份有限公司,太陽能,轉供,152
2024,南方電力股份有限公司,屏東鹽埔太陽光電發電廠,淨毒五郎有限公司,太陽能,轉供,2
2024,南方電力股份有限公司,嘉義縣東石鄉栗子崙段128-12地號太陽光電發電廠,永豐商業銀行股份有限公司,太陽能,轉供,105
2024,博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,乾坤科技股份有限公司,太陽能,轉供,2388
2024,博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,台達電子工業股份有限公司,太陽能,轉供,17517
2024,博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,晶睿通訊股份有限公司,太陽能,轉供,656
2024,博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,遊戲橘子數位科技股份有限公司,太陽能,轉供,252
2024,台康日能科技股份有限公司,嘉義公館滯洪池,緯穎科技服務股份有限公司,太陽能,轉供,343
2024,台康日能科技股份有限公司,高雄典寶溪滯洪池,台北世界貿易中心國際貿易大樓(股)公司,太陽能,轉供,26
2024,台康日能科技股份有限公司,高雄典寶溪滯洪池,科德寶遠東股份有限公司,太陽能,轉供,500
2024,台康日能科技股份有限公司,高雄典寶溪滯洪池,資誠聯合會計師事務所,太陽能,轉供,21
2024,台康日能科技股份有限公司,嘉義溪墘滯洪池,第一商業銀行股份有限公司,太陽能,轉供,552
2024,台康日能科技股份有限公司,嘉義溪墘滯洪池,第一商業銀行股份有限公司,太陽能,轉供,337
2024,台康日能科技股份有限公司,嘉義溪墘滯洪池,緯創資通股份有限公司,太陽能,轉供,1913
2024,台汽電綠能股份有限公司,竹南風力發電廠,台灣積體電路製造股份有限公司,風力能,轉供,4962
2024,台汽電綠能股份有限公司,大鵬風力發電廠,台灣積體電路製造股份有限公司,風力能,轉供,8537
2024,台汽電綠能股份有限公司,鑫光電能有限公司,台北富邦商業銀行股份有限公司,太陽能,轉供,189
2024,台汽電綠能股份有限公司,鑫光電能有限公司,台灣固網股份有限公司,太陽能,轉供,893
2024,台汽電綠能股份有限公司,鑫光電能有限公司,財團法人中華民國證券櫃檯買賣中心,太陽能,轉供,72
2024,台汽電綠能股份有限公司,鑫光電能有限公司,財團法人台灣綜合研究院,太陽能,轉供,8
2024,台汽電綠能股份有限公司,星寶風力發電廠,乾坤科技股份有限公司,風力能,轉供,1544
2024,台汽電綠能股份有限公司,星寶風力發電廠,台灣固網股份有限公司,風力能,轉供,2382
2024,台汽電綠能股份有限公司,星寶風力發電廠,台灣大哥大股份有限公司,風力能,轉供,668
2024,台汽電綠能股份有限公司,星寶風力發電廠,台達電子工業股份有限公司,風力能,轉供,11097
2024,台汽電綠能股份有限公司,烏山頭水力發電廠,華美光學科技股份有限公司,水力能,轉供,271
2024,台汽電綠能股份有限公司,烏山頭水力發電廠,采鈺科技股份有限公司,水力能,轉供,3108
2024,台汽電綠能股份有限公司,力麗企業廠房屋頂太陽光電發電廠,台灣優衣庫有限公司,太陽能,轉供,1258
2024,台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,協勝發鋼鐵廠股份有限公司,太陽能,轉供,351
2024,台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,台北富邦商業銀行股份有限公司,太陽能,轉供,604
2024,台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,大統益股份有限公司,太陽能,轉供,225
2024,台汽電綠能股份有限公司,烏山頭水庫水面型太陽光電發電系統,瑞健股份有限公司,太陽能,轉供,1272
2024,台汽電綠能股份有限公司,華晶12,炎洲股份有限公司薄膜廠,太陽能,轉供,163
2024,台灣碳資產電業股份有限公司,存量能源-台中靖鎰電廠,華南商業銀行股份有限公司,太陽能,轉供,74
2024,台灣碳資產電業股份有限公司,存量能源-台中壯佳果電廠,華南商業銀行股份有限公司,太陽能,轉供,266
2024,台灣碳資產電業股份有限公司,彰化全興創新GSK地面型案,華南商業銀行股份有限公司,太陽能,轉供,1
2024,台灣艾貴太陽能源股份有限公司,台灣艾貴義竹發電廠,台灣積體電路製造股份有限公司,太陽能,轉供,22418
2024,台灣速力綠能股份有限公司,速力綠能芳苑發電廠第二機組,世界先進積體電路股份有限公司,太陽能,轉供,1508
2024,台灣速力綠能股份有限公司,速力綠能芳苑發電廠第一機組,世界先進積體電路股份有限公司,太陽能,轉供,2021
2024,名竣綠能股份有限公司,台南市柳營區義士路一段373號發電廠,名竣能源科技股份有限公司,太陽能,轉供,3
2024,城市發展電業股份有限公司,屏東林邊鎮安太陽光電發電廠-第一期,台北富邦商業銀行股份有限公司,太陽能,轉供,1347
2024,城市發展電業股份有限公司,屏東林邊鎮安太陽光電發電廠-第一期,台灣信越矽利光股份有限公司,太陽能,轉供,1007
2024,城市發展電業股份有限公司,屏東林邊鎮安太陽光電發電廠-第一期,富邦產物保險股份有限公司,太陽能,轉供,200
2024,城市發展電業股份有限公司,屏東林邊鎮安太陽光電發電廠-第一期,富邦綜合證券股份有限公司,太陽能,轉供,209
2024,城市發展電業股份有限公司,屏東林邊鎮安太陽光電發電廠-第一期,寶晶能源股份有限公司,太陽能,轉供,17
2024,城市發展電業股份有限公司,屏東林邊鎮安太陽光電發電廠-第一期,崇越電通股份有限公司,太陽能,轉供,11
2024,城市發展電業股份有限公司,屏東林邊鎮安太陽光電發電廠-第一期,瑞振工業股份有限公司,太陽能,轉供,361
2024,大同智能股份有限公司,臺北大眾捷運股份有限公司-蘆洲機廠屋頂型太陽光電系統,兆豐票券金融股份有限公司,太陽能,轉供,199
2024,大同智能股份有限公司,臺北大眾捷運股份有限公司-蘆洲機廠屋頂型太陽光電系統,兆豐證券股份有限公司,太陽能,轉供,4
2024,大同智能股份有限公司,臺北大眾捷運股份有限公司-蘆洲機廠屋頂型太陽光電系統,兆豐金融控股股份有限公司,太陽能,轉供,49
2024,大同智能股份有限公司,臺北大眾捷運股份有限公司-蘆洲機廠屋頂型太陽光電系統,合作金庫商業銀行,太陽能,轉供,220
2024,大同智能股份有限公司,臺北大眾捷運股份有限公司-蘆洲機廠屋頂型太陽光電系統,葡萄王生技股份有限公司,太陽能,轉供,60
2024,大同智能股份有限公司,臺北大眾捷運股份有限公司-土城機廠屋頂型太陽光電系統,兆豐國際商業銀行股份有限公司,太陽能,轉供,59
2024,大同智能股份有限公司,臺北大眾捷運股份有限公司-土城機廠屋頂型太陽光電系統,兆豐證券股份有限公司,太陽能,轉供,210
2024,大同智能股份有限公司,臺北大眾捷運股份有限公司-土城機廠屋頂型太陽光電系統,兆豐金融控股股份有限公司,太陽能,轉供,72
2024,大同智能股份有限公司,臺北大眾捷運股份有限公司-土城機廠屋頂型太陽光電系統,台灣茂矽電子股份有限公司,太陽能,轉供,123
2024,大同智能股份有限公司,臺北大眾捷運股份有限公司-土城機廠屋頂型太陽光電系統,合作金庫商業銀行,太陽能,轉供,115
2024,大同智能股份有限公司,彰化縣汙染農地太陽光電系統-鹿昇段748-1、749地號,兆豐國際商業銀行股份有限公司,太陽能,轉供,103
2024,大同智能股份有限公司,彰化縣汙染農地太陽光電系統-振興段973地號,兆豐產物保險股份有限公司,太陽能,轉供,9
2024,大同智能股份有限公司,彰化縣汙染農地太陽光電系統-振興段2209、2210地號,兆豐國際商業銀行股份有限公司,太陽能,轉供,98
2024,大同智能股份有限公司,彰化縣汙染農地太陽光電系統-振興段783、784地號,兆豐產物保險股份有限公司,太陽能,轉供,36
2024,大同智能股份有限公司,彰化縣汙染農地太陽光電系統-鹿崙段554地號,兆豐國際商業銀行股份有限公司,太陽能,轉供,74
2024,大同智能股份有限公司,臺北大眾捷運股份有限公司-新莊機廠屋頂型太陽光電系統,兆豐產物保險股份有限公司,太陽能,轉供,108
2024,大同智能股份有限公司,臺北大眾捷運股份有限公司-新莊機廠屋頂型太陽光電系統,兆豐證券股份有限公司,太陽能,轉供,161
2024,大自然能源電業股份有限公司,佳冬第一期太陽光電發電廠,聯詠科技股份有限公司,太陽能,轉供,527
2024,大自然能源電業股份有限公司,嘉義義竹-1881.6KW,宏匯新北股份有限公司,太陽能,轉供,112
2024,大自然能源電業股份有限公司,嘉義義竹-1881.6KW,聯詠科技股份有限公司,太陽能,轉供,279
2024,天機電力股份有限公司,天機電力股份有限公司,中國砂輪企業股份有限公司,太陽能,轉供,834
2024,天權智慧能源股份有限公司,天權智慧能源股份有限公司,中華電信股份有限公司,太陽能,轉供,1665
2024,天權智慧能源股份有限公司,天權智慧能源股份有限公司,中華電信股份有限公司個人家庭分公司,太陽能,轉供,869
2024,天權智慧能源股份有限公司,天權智慧能源股份有限公司,中華電信股份有限公司資訊技術分公司,太陽能,轉供,1942
2024,天能綠電股份有限公司,旭孝矽品精密工業,玉山商業銀行股份有限公司,太陽能,轉供,777
2024,天能綠電股份有限公司,臺中清水風能訓練中心屋頂型太陽能光電案,旺宏電子股份有限公司,太陽能,轉供,54
2024,天能綠電股份有限公司,臺中清水風能訓練中心屋頂型太陽能光電案,欣銓科技股份有限公司,太陽能,轉供,324
2024,天能綠電股份有限公司,台中八方夜市屋頂型太陽能光電廠,合作金庫證券股份有限公司,太陽能,轉供,4
2024,天能綠電股份有限公司,台中八方夜市屋頂型太陽能光電廠,新光人壽保險股份有限公司,太陽能,轉供,462
2024,天能綠電股份有限公司,台中八方夜市屋頂型太陽能光電廠,新光金保險代理人股份有限公司,太陽能,轉供,5
2024,天能綠電股份有限公司,台中八方夜市屋頂型太陽能光電廠,新光金融控股股份有限公司,太陽能,轉供,200
2024,天能綠電股份有限公司,台中八方夜市屋頂型太陽能光電廠,睿能創意股份有限公司,太陽能,轉供,23
2024,天能綠電股份有限公司,台中八方夜市屋頂型太陽能光電廠,英屬開曼群島商睿能新動力股份有限公司台灣分公司,太陽能,轉供,49
2024,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(低壓),三新奧特萊斯股份有限公司,太陽能,轉供,11
2024,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(低壓),台灣科思創股份有限公司,太陽能,轉供,5
2024,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(低壓),旺宏電子股份有限公司,太陽能,轉供,88
2024,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(低壓),睿能創意股份有限公司,太陽能,轉供,154
2024,天能綠電股份有限公司,台中靜宜大學屋頂型太陽能光電廠 第一期,上海商業儲蓄銀行股份有限公司,太陽能,轉供,111
2024,天能綠電股份有限公司,台中靜宜大學屋頂型太陽能光電廠 第二期,上海商業儲蓄銀行股份有限公司,太陽能,轉供,138
2024,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(高壓),三新奧特萊斯股份有限公司,太陽能,轉供,93
2024,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(高壓),台灣科思創股份有限公司,太陽能,轉供,51
2024,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(高壓),旺宏電子股份有限公司,太陽能,轉供,810
2024,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(高壓),睿能創意股份有限公司,太陽能,轉供,1430
2024,天能綠電股份有限公司,台南善化中強光電屋頂型太陽能光電案,中強光電股份有限公司,太陽能,轉供,6
2024,天能綠電股份有限公司,台南善化中強光電屋頂型太陽能光電案,中強光電股份有限公司南科分公司第一廠,太陽能,轉供,6
2024,天能綠電股份有限公司,台南善化中強光電屋頂型太陽能光電案,聖戈班先進材料股份有限公司,太陽能,轉供,48
2024,天能綠電股份有限公司,台南北門漁電共生_資策會,金像電子股份有限公司,太陽能,轉供,58
2024,天能綠電股份有限公司,環台光電股份有限公司,金像電子股份有限公司,太陽能,轉供,159
2024,天能綠電股份有限公司,台康萬興四放滯洪池,和益化學工業股份有限公司,太陽能,轉供,657
2024,天能綠電股份有限公司,台康萬興四放滯洪池,旺宏電子股份有限公司,太陽能,轉供,919
2024,天能綠電股份有限公司,台康萬興四放滯洪池,金像電子股份有限公司,太陽能,轉供,386
2024,天能綠電股份有限公司,雲林廖春風豬舍屋頂型太陽能光電案,金像電子股份有限公司,太陽能,轉供,48
2024,天能綠電股份有限公司,雲林吳棋文豬舍屋頂型太陽能光電案,金像電子股份有限公司,太陽能,轉供,35
2024,天能綠電股份有限公司,高雄三爺埤池999.6kWp水面型太陽光電案場,金像電子股份有限公司,太陽能,轉供,270
2024,天能綠電股份有限公司,高雄下社埤池1600.2kWp水面型太陽光電案場,玉山商業銀行股份有限公司,太陽能,轉供,370
2024,天能綠電股份有限公司,高雄下社埤池1600.2kWp水面型太陽光電案場,金像電子股份有限公司,太陽能,轉供,133
2024,天能綠電股份有限公司,先進複材屋頂型太陽光電案場,欣銓科技股份有限公司,太陽能,轉供,145
2024,天能綠電股份有限公司,先進複材屋頂型太陽光電案場,金像電子股份有限公司,太陽能,轉供,176
2024,天能綠電股份有限公司,雲林縣北港鎮金聯北港一期案場,旺宏電子股份有限公司,太陽能,轉供,99
2024,天能綠電股份有限公司,雲林縣北港鎮金聯北港一期案場,金像電子股份有限公司,太陽能,轉供,52
2024,天能綠電股份有限公司,雲林縣北港鎮金聯北港二期案場,旺宏電子股份有限公司,太陽能,轉供,60
2024,天能綠電股份有限公司,雲林縣北港鎮金聯北港二期案場,金像電子股份有限公司,太陽能,轉供,31
2024,天能綠電股份有限公司,台南市麻豆區金聯麻豆屋頂型太陽光電案場,臺灣集中保管結算所股份有限公司,太陽能,轉供,72
2024,天能綠電股份有限公司,呂永清地面型太陽光電案場,明基材料股份有限公司,太陽能,轉供,91
2024,天能綠電股份有限公司,呂永清地面型太陽光電案場,金像電子股份有限公司,太陽能,轉供,42
2024,天能綠電股份有限公司,林水明地面型太陽光電案場,明基材料股份有限公司,太陽能,轉供,90
2024,天能綠電股份有限公司,林水明地面型太陽光電案場,金像電子股份有限公司,太陽能,轉供,41
2024,天能綠電股份有限公司,林淑毅地面型太陽光電案場,明基材料股份有限公司,太陽能,轉供,29
2024,天能綠電股份有限公司,林淑毅地面型太陽光電案場,金像電子股份有限公司,太陽能,轉供,12
2024,天能綠電股份有限公司,柯進丁地面型太陽光電案場,明基材料股份有限公司,太陽能,轉供,46
2024,天能綠電股份有限公司,柯進丁地面型太陽光電案場,金像電子股份有限公司,太陽能,轉供,49
2024,天能綠電股份有限公司,蔡春成地面型太陽光電案場,明基材料股份有限公司,太陽能,轉供,78
2024,天能綠電股份有限公司,蔡春成地面型太陽光電案場,金像電子股份有限公司,太陽能,轉供,36
2024,天能綠電股份有限公司,蔡瑞泉地面型太陽光電案場,明基材料股份有限公司,太陽能,轉供,113
2024,天能綠電股份有限公司,蔡瑞泉地面型太陽光電案場,金像電子股份有限公司,太陽能,轉供,23
2024,天能綠電股份有限公司,屏東環球購物中心屋頂型太陽能光電案場,臺灣集中保管結算所股份有限公司,太陽能,轉供,56
2024,天能綠電股份有限公司,彰化健馨養護中心屋頂型太陽光電案場,元太科技工業股份有限公司,太陽能,轉供,81
2024,天能綠電股份有限公司,彰化埔心鄉公所太平公墓地面型太陽能光電案場,新光人壽保險股份有限公司,太陽能,轉供,30
2024,天能綠電股份有限公司,彰化埔心鄉公所太平公墓地面型太陽能光電案場,新光證券投資信託股份有限公司,太陽能,轉供,16
2024,天能綠電股份有限公司,彰化埔心鄉公所太平公墓地面型太陽能光電案場,睿能創意股份有限公司,太陽能,轉供,30
2024,天能綠電股份有限公司,彰化埔心鄉公所第五公墓地面型太陽能光電案場,新光人壽保險股份有限公司,太陽能,轉供,30
2024,天能綠電股份有限公司,彰化埔心鄉公所第五公墓地面型太陽能光電案場,新光證券投資信託股份有限公司,太陽能,轉供,21
2024,天能綠電股份有限公司,彰化埔心鄉公所第五公墓地面型太陽能光電案場,睿能創意股份有限公司,太陽能,轉供,31
2024,天能綠電股份有限公司,台南易昇屋頂型太陽光電案場,旺宏電子股份有限公司,太陽能,轉供,208
2024,天能綠電股份有限公司,台南市下營區大屯寮段豬舍二期屋頂型太陽光電案場,聚和國際股份有限公司,太陽能,轉供,40
2024,天能綠電股份有限公司,嘉義縣義竹鄉東後寮段雞舍二期屋頂型太陽光電案場,金像電子股份有限公司,太陽能,轉供,13
